GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
22852	0.999925	3.96e-01	0.3651	-0.8496168	-0.31020308	51.18	ANKRD26	ankyrin repeat domain containing 26
10730	0.999925	7.62e-01	0.1969	-0.303044	-0.05967084	1904.26	YME1L1	YME1 like 1 ATPase
84930	0.999925	8.01e-01	0.1932	-0.2525383	-0.04879757	460.81	MASTL	microtubule associated serine/threonine kinase like
91452	0.999925	3.94e-01	0.2141	-0.8524647	-0.18253865	207.02	ACBD5	acyl-CoA binding domain containing 5
22931	0.999925	8.39e-01	0.3109	-0.2031102	-0.06315703	904.57	RAB18	RAB18, member RAS oncogene family
143098	0.999925	3.68e-01	0.2733	-0.9009409	-0.24626631	488.04	MPP7	MAGUK p55 scaffold protein 7
220906	0.999925	7.64e-01	0.4013	-0.3005902	-0.12061388	527.13	WAC-AS1	WAC antisense RNA 1 (head to head)
51322	0.999925	4.95e-01	0.167	-0.683136	-0.11406024	1763.87	WAC	WW domain containing adaptor with coiled-coil
102724316	0.999925	5.39e-01	0.1604	0.6144709	0.09853375	304.83	SVIL-AS1	SVIL antisense RNA 1
6840	0.999925	5.57e-01	0.2807	0.5877759	0.16497558	1623.47	SVIL	supervillin
57608	0.999925	5.46e-01	0.5252	0.6040819	0.31727535	72.67	JCAD	junctional cadherin 5 associated
55149	0.999925	9.40e-01	0.2778	-0.0750475	-0.02084864	605.23	MTPAP	mitochondrial poly(A) polymerase
220929	0.999925	7.44e-01	0.3038	-0.3271345	-0.09938785	44.74	ZNF438	zinc finger protein 438
220930	0.999925	7.72e-01	0.546	0.2891529	0.15786446	27.53	ZEB1-AS1	ZEB1 antisense RNA 1
94134	0.999925	6.43e-01	0.3117	0.4637962	0.14455363	292.13	ARHGAP12	Rho GTPase activating protein 12
3799	0.999925	4.63e-01	0.2722	-0.7334477	-0.1996276	931.51	KIF5B	kinesin family member 5B
80314	0.999925	3.43e-01	0.2033	-0.9473408	-0.19256483	141.79	EPC1	enhancer of polycomb homolog 1
79741	0.999925	4.82e-01	0.5357	-0.7035542	-0.37690312	18.08	CCDC7	coiled-coil domain containing 7
3688	0.999925	8.14e-01	0.2535	0.2357075	0.0597422	2743.07	ITGB1	integrin subunit beta 1
106633814	0.999925	7.89e-01	0.4862	0.267544	0.13009236	31.02	SNORA86	small nucleolar RNA, H/ACA box 86
8829	0.999925	6.63e-01	0.3866	0.4361273	0.16862061	286.3	NRP1	neuropilin 1
56288	0.999925	5.68e-01	0.1076	0.5712877	0.06145959	787.06	PARD3	par-3 family cell polarity regulator
105376491	0.999925	6.65e-01	0.427	-0.4334294	-0.18509423	36.34	LINC02635	long intergenic non-protein coding RNA 2635
8453	0.999925	9.15e-01	0.203	-0.1063516	-0.02158421	757.59	CUL2	cullin 2
1390	0.999925	5.26e-01	0.6303	-0.6347531	-0.40009116	128.34	CREM	cAMP responsive element modulator
219771	0.999925	3.18e-01	0.2661	0.9984068	0.26571849	1188.81	CCNY	cyclin Y
57209	0.999925	6.70e-01	0.304	-0.4257448	-0.12944503	77.47	ZNF248	zinc finger protein 248
219749	0.999925	6.60e-01	0.5972	0.4397592	0.26261821	24.83	ZNF25	zinc finger protein 25
7581	0.999925	8.01e-01	0.3161	0.2514266	0.07947523	158.41	ZNF33A	zinc finger protein 33A
7587	0.999925	7.14e-01	0.2752	0.3660709	0.10074587	88.75	ZNF37A	zinc finger protein 37A
399744	0.999925	2.56e-01	0.3927	1.1354881	0.44587395	29.64	LINC00999	long intergenic non-protein coding RNA 999
100129482	0.999925	9.00e-01	0.4075	0.1258917	0.05130459	52.99	ZNF37BP	zinc finger protein 37B, pseudogene
7582	0.999925	8.61e-01	0.2813	-0.1748005	-0.04916799	167.96	ZNF33B	zinc finger protein 33B
9790	0.999925	9.88e-01	0.1588	0.0153755	0.00244164	523.16	BMS1	BMS1 ribosome biogenesis factor
55454	0.999925	9.48e-01	0.2243	0.0646158	0.0144954	153.64	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
3185	0.999925	5.59e-01	0.1592	0.5848097	0.09307459	1811.47	HNRNPF	heterogeneous nuclear ribonucleoprotein F
642819	0.999925	6.62e-01	0.306	0.4372317	0.13380479	58.48	ZNF487	zinc finger protein 487
7580	0.999925	6.86e-02	0.2128	-1.8211518	-0.3874642	105.8	ZNF32	zinc finger protein 32
11067	0.999925	5.76e-01	0.7701	0.5589631	0.4304851	141.99	DEPP1	DEPP autophagy regulator 1
7570	0.999925	6.23e-01	1.6192	0.4922527	0.79703611	25.62	ZNF22	zinc finger protein 22
220972	0.999925	4.58e-01	0.4635	0.7416848	0.34377558	209.61	MARCHF8	membrane associated ring-CH-type finger 8
253725	0.999925	9.35e-01	0.2016	-0.0814368	-0.01641952	320.53	WASHC2C	WASH complex subunit 2C
119016	0.999925	4.47e-01	0.3558	0.7610843	0.2707947	20.61	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
114004351	0.999925	5.40e-01	0.2914	0.6127424	0.17854212	32.28	PARGP1-AGAP4	PARGP1-AGAP4 readthrough
100287932	0.999925	2.25e-01	0.181	-1.2137018	-0.21970053	599.26	TIMM23	translocase of inner mitochondrial membrane 23
8031	0.999925	6.24e-01	0.12	-0.4895047	-0.05872484	4681.26	NCOA4	nuclear receptor coactivator 4
653268	0.999925	7.95e-01	0.3463	0.2593722	0.08982853	25.8	AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene
107984026	0.999925	6.06e-01	0.3767	0.5152889	0.19410811	31.48	LOC107984026	replaced by ID 728005
728113	0.999925	8.54e-01	0.3867	-0.1834011	-0.07091627	3324.63	ANXA8L1	annexin A8 like 1
643650	0.999925	9.55e-01	0.5678	-0.0561403	-0.03187868	69.87	LINC00842	long intergenic non-protein coding RNA 842
107987152	0.999925	3.56e-01	0.599	0.9231349	0.55299178	47.01	LOC107987152	
5540	0.999925	5.85e-01	0.5789	0.5458718	0.31601217	33.59	NPY4R	neuropeptide Y receptor Y4
9721	0.999925	8.50e-01	0.4269	-0.1890457	-0.08070956	37.2	GPRIN2	G protein regulated inducer of neurite outgrowth 2
83849	0.999925	3.04e-01	0.3254	-1.0274536	-0.33429036	47.26	SYT15	synaptotagmin 15
101927699	0.999925	9.98e-01	0.3091	-0.0024571	-0.00075951	34.92	SYT15-AS1	SYT15 antisense RNA 1
414241	0.999925	4.82e-01	0.5623	-0.703078	-0.39537026	24.25	SHLD2P1	shieldin complex subunit 2 pseudogene 1
399761	0.999925	7.93e-01	0.5554	0.2629068	0.14601133	20.56	BMS1P1	BMS1 pseudogene 1
26095	0.999925	9.21e-01	1.9376	-0.0992402	-0.1922891	24.13	PTPN20	protein tyrosine phosphatase non-receptor type 20
118738	0.999925	3.52e-01	0.5945	0.9316326	0.55384585	486	ZNF488	zinc finger protein 488
653145	0.999925	9.43e-01	0.3788	-0.0718265	-0.02721003	3858.51	ANXA8	annexin A8
113939912	0.999925	3.82e-01	0.4891	0.8741982	0.42755647	27.98	BMS1P2-AGAP9	BMS1P2-AGAP9 readthrough
642517	0.999925	3.42e-01	0.4905	0.9506961	0.46630084	23.05	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9
439965	0.999925	6.04e-01	0.3433	-0.5180665	-0.17785603	100.18	SHLD2P3	shieldin complex subunit 2 pseudogene 3
102724488	0.999925	9.02e-01	0.1868	-0.1229942	-0.02297649	97.37	SYT15B	synaptotagmin 15B
100996758	0.999925	3.98e-01	0.5392	0.8450806	0.45562606	34.89	NPY4R2	neuropeptide Y receptor Y4-2
414224	0.999925	7.20e-01	0.4344	0.3586575	0.15578348	24.25	AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene
5599	0.999925	2.90e-01	0.2112	-1.0589696	-0.2237025	251.5	MAPK8	mitogen-activated protein kinase 8
2074	0.999925	4.89e-01	0.2785	-0.6922619	-0.19277808	157.78	ERCC6	ERCC excision repair 6, chromatin remodeling factor
8505	0.999925	6.04e-01	0.1797	-0.5182383	-0.09312622	347.82	PARG	poly(ADP-ribose) glycohydrolase
100652748	0.999925	9.22e-01	0.3836	0.0983901	0.03774252	21.41	TIMM23B	translocase of inner mitochondrial membrane 23 homolog B
113218477	0.999925	9.40e-01	0.3462	-0.0754156	-0.02611115	33.44	TIMM23B-AGAP6	TIMM23B-AGAP6 readthrough (NMD candidate)
414189	0.999925	8.91e-01	0.3822	-0.137612	-0.05259091	24.43	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
387680	0.999925	8.60e-01	0.2504	0.1768066	0.04427525	305.98	WASHC2A	WASH complex subunit 2A
259230	0.999925	3.82e-01	0.1765	0.8750107	0.15441093	432.98	SGMS1	sphingomyelin synthase 1
653308	0.999925	8.41e-01	0.4322	0.2006443	0.0867244	24.11	ASAH2B	N-acylsphingosine amidohydrolase 2B
23283	0.999925	9.87e-01	0.1242	0.0159151	0.0019762	232.73	CSTF2T	cleavage stimulation factor subunit 2 tau variant
22943	0.999925	4.30e-01	0.5173	0.7897177	0.40848815	719.37	DKK1	dickkopf WNT signaling pathway inhibitor 1
101928687	0.999925	8.74e-01	0.3705	0.1579824	0.05853233	37.71	LNCAROD	lncRNA activating regulator of DKK1
11130	0.999925	1.02e-01	0.2187	-1.6353758	-0.35758762	379.1	ZWINT	ZW10 interacting kinetochore protein
253430	0.999925	9.98e-01	0.4127	-0.0020538	-0.00084769	119.48	IPMK	inositol polyphosphate multikinase
55847	0.999925	9.35e-01	0.2581	-0.0813081	-0.02098668	426.28	CISD1	CDGSH iron sulfur domain 1
7321	0.999925	9.83e-01	0.1575	0.0209727	0.00330235	484.28	UBE2D1	ubiquitin conjugating enzyme E2 D1
7019	0.999925	5.96e-01	0.3945	-0.5307278	-0.2093873	419.2	TFAM	transcription factor A, mitochondrial
8030	0.999925	6.51e-01	0.273	0.4526102	0.12354732	3100.73	CCDC6	coiled-coil domain containing 6
288	0.999925	8.84e-01	0.2082	-0.1457232	-0.03034459	361.28	ANK3	ankyrin 3
983	0.999925	3.52e-01	0.3411	-0.9299216	-0.31720987	701.16	CDK1	cyclin dependent kinase 1
84159	0.999925	1.59e-01	0.5261	-1.4085312	-0.74109083	443.1	ARID5B	AT-rich interaction domain 5B
219790	0.999925	6.96e-01	0.602	0.3902057	0.2349117	325.65	RTKN2	rhotekin 2
22891	0.999925	8.81e-01	2.1516	0.149453	0.32155835	177.34	ZNF365	zinc finger protein 365
84890	0.999925	4.71e-01	0.2065	0.7205424	0.14879901	455.17	ADO	2-aminoethanethiol dioxygenase
29982	0.999925	7.65e-01	0.1465	0.2988813	0.04377286	276.23	NRBF2	nuclear receptor binding factor 2
221037	0.999925	9.03e-01	0.2315	0.1223484	0.0283236	502.71	JMJD1C	jumonji domain containing 1C
221035	0.999925	7.49e-01	0.274	0.3202956	0.08775694	2493.86	REEP3	receptor accessory protein 3
23411	0.999925	4.48e-01	0.3136	-0.7581954	-0.23773396	109.59	SIRT1	sirtuin 1
26091	0.999925	9.37e-01	0.1842	0.0791995	0.01458655	505.42	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4
64081	0.999925	2.89e-01	0.3237	-1.0608852	-0.34342471	32.44	PBLD	phenazine biosynthesis like protein domain containing
3189	0.999925	3.85e-01	0.2392	-0.868633	-0.20777238	284.44	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3
55680	0.999925	8.72e-01	0.2676	-0.1611313	-0.04312153	180.22	RUFY2	RUN and FYVE domain containing 2
1763	0.999925	2.70e-01	0.3139	-1.1028223	-0.34618308	268.74	DNA2	DNA replication helicase/nuclease 2
8034	0.999925	6.40e-02	0.2649	-1.8519433	-0.49066661	64.41	SLC25A16	solute carrier family 25 member 16
80312	0.999925	8.61e-01	1.0779	-0.1749355	-0.18856915	156.63	TET1	tet methylcytosine dioxygenase 1
55749	0.999925	2.95e-01	0.2341	-1.0478525	-0.24525876	1114.6	CCAR1	cell division cycle and apoptosis regulator 1
79009	0.999925	8.12e-01	0.255	-0.2382026	-0.06073352	335.82	DDX50	DExD-box helicase 50
9188	0.999925	8.34e-01	0.3783	0.209831	0.07938325	1266.05	DDX21	DExD-box helicase 21
26128	0.999925	3.21e-01	0.2495	-0.9928227	-0.24771146	463.96	KIFBP	kinesin family binding protein
9559	0.999925	5.71e-01	0.3899	-0.5666646	-0.22096588	384.63	VPS26A	VPS26 retromer complex component A
6832	0.999925	7.90e-01	0.1375	0.2666606	0.03666179	607.27	SUPV3L1	Suv3 like RNA helicase
3098	0.999925	4.55e-01	0.1621	0.7479287	0.12122241	2097.09	HK1	hexokinase 1
23555	0.999925	6.84e-01	0.2991	-0.4071909	-0.12179944	824.13	TSPAN15	tetraspanin 15
219738	0.999925	6.25e-01	0.2958	-0.488563	-0.1445217	48.43	FAM241B	family with sequence similarity 241 member B
55506	0.999925	8.15e-01	1.9145	0.23394	0.44786681	205.91	MACROH2A2	macroH2A.2 histone
84883	0.999925	8.57e-01	0.1951	-0.1801851	-0.03515936	147.03	AIFM2	apoptosis inducing factor mitochondria associated 2
219743	0.999925	6.70e-01	0.2926	0.4263568	0.12476719	312.64	TYSND1	trypsin like peroxisomal matrix peptidase 1
56681	0.999925	8.31e-01	0.2612	-0.2129591	-0.05563438	1072.37	SAR1A	secretion associated Ras related GTPase 1A
5464	0.999925	9.31e-01	0.3051	-0.0867904	-0.0264778	3631.59	PPA1	inorganic pyrophosphatase 1
55222	0.999925	6.61e-01	0.4315	0.4388622	0.18936885	187.68	LRRC20	leucine rich repeat containing 20
1979	0.999925	9.92e-01	0.1478	0.0104556	0.00154559	4078.47	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
8879	0.999925	5.00e-01	0.2854	-0.6752698	-0.19271899	918.02	SGPL1	sphingosine-1-phosphate lyase 1
5092	0.999925	9.73e-01	0.164	0.033441	0.00548278	1279.66	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1
219699	0.999925	3.31e-01	0.9399	-0.9716715	-0.9132895	788.54	UNC5B	unc-5 netrin receptor B
728978	0.999925	1.49e-01	0.9896	-1.4416647	-1.42663775	197.13	UNC5B-AS1	UNC5B antisense RNA 1
55315	0.999925	4.72e-01	0.2953	-0.719465	-0.21242481	372.54	SLC29A3	solute carrier family 29 member 3
64072	0.999925	3.84e-01	0.7137	0.870348	0.62113795	180.53	CDH23	cadherin related 23
414152	0.999925	5.36e-01	0.9987	0.6183313	0.61750389	27.89	C10orf105	chromosome 10 open reading frame 105
64115	0.999925	4.83e-01	0.3079	0.7007276	0.21577112	1213.98	VSIR	V-set immunoregulatory receptor
5660	0.999925	2.64e-01	0.1668	1.1161844	0.18623286	5782.68	PSAP	prosaposin
9469	0.999925	9.81e-01	0.449	0.0238095	0.01069153	247.28	CHST3	carbohydrate sulfotransferase 3
9806	0.999925	6.13e-01	0.3527	-0.5059749	-0.17847106	29.33	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2
51008	0.999925	8.76e-01	0.1367	-0.155827	-0.0213045	1138.25	ASCC1	activating signal cointegrator 1 complex subunit 1
119504	0.999925	2.70e-01	0.2529	-1.1034434	-0.27909699	806.84	ANAPC16	anaphase promoting complex subunit 16
54541	0.999925	8.65e-01	0.3982	-0.1703512	-0.06782787	1847.89	DDIT4	DNA damage inducible transcript 4
54788	0.999925	4.55e-01	0.2961	0.7478698	0.22143459	750.78	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12
10367	0.999925	6.35e-01	0.1626	-0.474856	-0.07719044	1141.58	MICU1	mitochondrial calcium uptake 1
90550	0.999925	8.11e-01	0.2019	0.2394747	0.0483551	1191	MCU	mitochondrial calcium uniporter
5033	0.999925	5.47e-01	0.4075	0.6027107	0.24562228	737.92	P4HA1	prolyl 4-hydroxylase subunit alpha 1
25961	0.999925	7.35e-01	0.3132	-0.3390552	-0.10619952	54.47	NUDT13	nudix hydrolase 13
11319	0.999925	5.32e-01	0.1335	-0.6253098	-0.08347322	777.66	ECD	ecdysoneless cell cycle regulator
317662	0.999925	8.66e-01	0.2608	0.1688688	0.04404855	383.97	FAM149B1	family with sequence similarity 149 member B1
23234	0.999925	2.01e-01	0.2745	-1.2775637	-0.35069256	203.41	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
414245	0.999925	6.27e-01	0.3803	-0.4853942	-0.18460071	23.96	DNAJC9-AS1	DNAJC9 and MRPS16 antisense RNA 1
51021	0.999925	3.38e-01	0.1317	-0.957979	-0.12613772	2138.89	MRPS16	mitochondrial ribosomal protein S16
310	0.999925	4.14e-01	0.2142	-0.817558	-0.17513716	1782.03	ANXA7	annexin A7
5532	0.999925	5.28e-01	0.3549	0.6309962	0.22396937	891.09	PPP3CB	protein phosphatase 3 catalytic subunit beta
101929145	0.999925	4.52e-01	0.3011	-0.7522049	-0.22649286	65.18	PPP3CB-AS1	PPP3CB antisense RNA 1 (head to head)
159195	0.999925	6.78e-01	0.3552	0.4155681	0.14759111	421.85	USP54	ubiquitin specific peptidase 54
113939925	0.999925	8.16e-01	0.3272	0.2327219	0.07614005	32.18	BMS1P4-AGAP5	BMS1P4-AGAP5 readthrough
9632	0.999925	5.88e-01	0.2019	0.5417973	0.10937763	1188.4	SEC24C	SEC24 homolog C, COPII coat complex component
170384	0.999925	9.12e-02	0.161	1.6888962	0.2719318	100.33	FUT11	fucosyltransferase 11
107984243	0.999925	7.23e-01	0.2759	0.3541845	0.0977087	32.36	LOC107984243	uncharacterized LOC107984243
118487	0.999925	1.27e-02	0.156	-2.4909738	-0.38848447	406.27	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1
23053	0.999925	9.21e-01	0.401	-0.0990808	-0.03973317	202.88	ZSWIM8	zinc finger SWIM-type containing 8
100507331	0.999925	8.26e-01	0.4157	-0.220211	-0.09154557	37.89	ZSWIM8-AS1	ZSWIM8 antisense RNA 1
8509	0.999925	6.95e-01	0.2342	0.3916286	0.09170138	223.57	NDST2	N-deacetylase and N-sulfotransferase 2
818	0.999925	8.96e-01	0.2888	-0.1303858	-0.03765798	1074.19	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
7414	0.999925	6.36e-02	0.1662	1.8547023	0.30826861	2325.61	VCL	vinculin
26985	0.999925	8.16e-01	0.2534	-0.2326542	-0.05894978	1368.76	AP3M1	adaptor related protein complex 3 subunit mu 1
132	0.999925	2.84e-01	0.3057	-1.070605	-0.32724153	885.99	ADK	adenosine kinase
23522	0.999925	6.27e-01	0.146	-0.4865739	-0.07104164	424.5	KAT6B	lysine acetyltransferase 6B
142891	0.999925	6.81e-01	0.2456	-0.4107652	-0.10087352	447.14	SAMD8	sterile alpha motif domain containing 8
7417	0.999925	7.96e-01	0.2017	-0.257971	-0.05202441	2603.87	VDAC2	voltage dependent anion channel 2
118881	0.999925	9.73e-01	0.294	0.0339448	0.0099793	204.22	COMTD1	catechol-O-methyltransferase domain containing 1
84858	0.999925	7.17e-01	0.4344	0.3623669	0.15742667	63.06	ZNF503	zinc finger protein 503
100131213	0.999925	6.82e-01	0.4622	0.4098344	0.18943603	25.92	ZNF503-AS2	ZNF503 antisense RNA 2
9231	0.999925	7.24e-01	0.328	0.3535814	0.11598807	685.04	DLG5	discs large MAGUK scaffold protein 5
11128	0.999925	2.29e-01	0.0887	1.2024946	0.10661857	381.17	POLR3A	RNA polymerase III subunit A
6229	0.999925	7.81e-01	0.1547	-0.2784538	-0.04307199	16635.39	RPS24	ribosomal protein S24
57178	0.999925	8.62e-01	0.3169	-0.1739843	-0.05513928	1303.02	ZMIZ1	zinc finger MIZ-type containing 1
107984247	0.999925	3.99e-01	0.2735	-0.8425924	-0.23049096	232.57	LOC107984247	
10105	0.999925	5.49e-01	0.3574	0.5995	0.21427295	1613.48	PPIF	peptidylprolyl isomerase F
143244	0.999925	3.84e-01	0.1899	-0.8704411	-0.16529288	108.22	EIF5AL1	eukaryotic translation initiation factor 5A like 1
101060691	0.999925	6.91e-01	0.1431	-0.3978904	-0.05692871	142.05	NUTM2B-AS1	NUTM2B antisense RNA 1
642361	0.999925	9.84e-01	0.2443	-0.0197314	-0.00482099	35.64	LOC642361	uncharacterized LOC642361
283008	0.999925	6.58e-01	0.3348	-0.4429557	-0.14830649	20.52	NUTM2E	NUT family member 2E
219347	0.999925	1.24e-01	0.2855	-1.5378102	-0.43902764	30.63	TMEM254-AS1	TMEM254 antisense RNA 1
80195	0.999925	2.34e-01	0.113	-1.1893748	-0.13434279	529.83	TMEM254	transmembrane protein 254
311	0.999925	1.70e-01	0.3053	1.3713431	0.41864597	5283.08	ANXA11	annexin A11
439990	0.999925	8.27e-01	0.7368	0.2189873	0.16135086	139.75	LINC00857	long intergenic non-protein coding RNA 857
84293	0.999925	8.56e-01	0.2515	0.1812958	0.04558948	1026.48	PRXL2A	peroxiredoxin like 2A
81619	0.999925	5.85e-01	0.26	0.5465216	0.14206999	1448.41	TSPAN14	tetraspanin 14
27069	0.999925	1.38e-01	0.2026	-1.4850355	-0.30091126	1687.06	GHITM	growth hormone inducible transmembrane protein
642934	0.999925	2.14e-01	0.4171	-1.2417339	-0.51789762	19	CERNA2	competing endogenous lncRNA 2 for microRNA let-7b
387695	0.999925	4.84e-01	0.8587	-0.7002737	-0.60134908	215.92	GPR15LG	G protein-coupled receptor 15 ligand
54462	0.999925	8.48e-01	0.187	0.1918292	0.03587675	511.48	CCSER2	coiled-coil serine rich protein 2
23063	0.999925	7.12e-01	0.2168	-0.3686573	-0.07993968	550.77	WAPL	WAPL cohesin release factor
657	0.999925	3.80e-01	0.1646	-0.8787308	-0.14467879	430.09	BMPR1A	bone morphogenetic protein receptor type 1A
79812	0.999925	6.93e-01	0.6049	-0.3951952	-0.23905887	1833.36	MMRN2	multimerin 2
6623	0.999925	8.66e-01	0.3653	-0.1685657	-0.0615794	735.35	SNCG	synuclein gamma
10974	0.999925	6.61e-01	0.6092	-0.4384017	-0.26705922	2963.67	ADIRF	adipogenesis regulatory factor
119385	0.999925	7.22e-01	0.6095	-0.3552589	-0.21651561	2877.78	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
2746	0.999925	9.63e-01	0.2271	-0.0464554	-0.01054921	3893.1	GLUD1	glutamate dehydrogenase 1
54537	0.999925	9.13e-01	0.1544	-0.1088495	-0.01680885	313.16	SHLD2	shieldin complex subunit 2
728190	0.999925	8.40e-01	0.1637	0.2023291	0.03312606	303.9	NUTM2A-AS1	NUTM2A antisense RNA 1
439994	0.999925	1.18e-01	0.2045	-1.5639625	-0.3198518	62.37	LINC00863	long intergenic non-protein coding RNA 863
9562	0.999925	7.75e-01	0.2494	-0.2857612	-0.07125713	211.57	MINPP1	multiple inositol-polyphosphate phosphatase 1
9060	0.999925	2.78e-01	0.2018	1.0853665	0.21904026	129.1	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
84896	0.999925	9.67e-01	0.2926	-0.0409176	-0.01197136	609.98	ATAD1	ATPase family AAA domain containing 1
100144748	0.999925	7.94e-01	0.3802	-0.2614057	-0.09937342	19.39	KLLN	killin, p53 regulated DNA replication inhibitor
5728	0.999925	5.35e-01	0.2948	-0.6198221	-0.18272122	542.12	PTEN	phosphatase and tensin homolog
55328	0.999925	8.88e-01	0.6422	-0.1409045	-0.09049428	179.64	RNLS	renalase, FAD dependent amine oxidase
118932	0.999925	7.54e-01	0.3308	0.3136486	0.10375988	232.05	ANKRD22	ankyrin repeat domain 22
57559	0.999925	9.61e-01	0.3902	-0.0494432	-0.01929203	80.84	STAMBPL1	STAM binding protein like 1
100132116	0.999925	2.80e-01	0.9237	1.0799984	0.99755305	41.6	ACTA2-AS1	ACTA2 antisense RNA 1
59	0.999925	2.28e-01	0.9045	1.2045932	1.0895621	104.54	ACTA2	actin alpha 2, smooth muscle
355	0.999925	9.72e-01	0.5702	0.0354492	0.02021327	329.65	FAS	Fas cell surface death receptor
3988	0.999925	3.02e-02	0.1883	2.1674997	0.4081579	5468.16	LIPA	lipase A, lysosomal acid type
105378419	0.999925	7.41e-01	1.287	-0.3303303	-0.42511858	47.2	LOC105378419	uncharacterized LOC105378419
3437	0.999925	5.01e-01	0.4489	0.6732595	0.30224307	808.47	IFIT3	interferon induced protein with tetratricopeptide repeats 3
3434	0.999925	2.93e-01	0.4822	1.0525044	0.50747673	638.76	IFIT1	interferon induced protein with tetratricopeptide repeats 1
107984251	0.999925	6.15e-01	0.2564	-0.503351	-0.12905378	60.33	LOC107984251	uncharacterized LOC107984251
24138	0.999925	7.36e-01	0.2848	0.3365911	0.09584851	414.61	IFIT5	interferon induced protein with tetratricopeptide repeats 5
53354	0.999925	9.69e-01	0.2128	0.0385644	0.00820563	79.28	PANK1	pantothenate kinase 1
9585	0.999925	3.91e-01	0.3447	-0.8580504	-0.29573585	418.86	KIF20B	kinesin family member 20B
3363	0.999925	8.66e-01	1.4587	-0.1691285	-0.24670942	41.68	HTR7	5-hydroxytryptamine receptor 7
10556	0.999925	2.56e-01	0.2508	-1.1369153	-0.28513349	925.07	RPP30	ribonuclease P/MRP subunit p30
84333	0.999925	5.94e-01	0.2803	-0.5326459	-0.14932642	561.9	PCGF5	polycomb group ring finger 5
143279	0.999925	6.48e-01	1.0059	-0.4562993	-0.45901271	39.72	HECTD2	HECT domain E3 ubiquitin protein ligase 2
5507	0.999925	4.29e-01	1.044	-0.7900581	-0.82481879	18.74	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
80351	0.999925	4.54e-01	0.2421	-0.7483141	-0.18113194	743.42	TNKS2	tankyrase 2
9044	0.999925	8.69e-01	0.2964	-0.1642947	-0.04869185	349.05	BTAF1	B-TFIID TATA-box binding protein associated factor 1
22849	0.999925	9.99e-01	0.2997	0.0013438	0.00040269	128.58	CPEB3	cytoplasmic polyadenylation element binding protein 3
54708	0.999925	5.48e-01	0.2272	-0.6007318	-0.13648721	373.82	MARCHF5	membrane associated ring-CH-type finger 5
3416	0.999925	9.32e-02	0.1761	-1.6788816	-0.29565479	970.22	IDE	insulin degrading enzyme
3832	0.999925	3.91e-01	0.2368	-0.8571973	-0.20300047	1224.85	KIF11	kinesin family member 11
3087	0.999925	8.48e-01	0.5987	0.1919007	0.11489579	72.94	HHEX	hematopoietically expressed homeobox
54536	0.999925	7.79e-01	0.266	-0.2808709	-0.07471343	137.88	EXOC6	exocyst complex component 6
1592	0.999925	7.00e-01	1.9235	-0.3849118	-0.74038932	21.14	CYP26A1	cytochrome P450 family 26 subfamily A member 1
26509	0.999925	2.33e-01	0.3322	1.1916312	0.39588379	14020.63	MYOF	myoferlin
55165	0.999925	3.46e-01	0.2408	-0.9424131	-0.22693198	1863.81	CEP55	centrosomal protein 55
118924	0.999925	8.14e-01	0.3021	-0.2353649	-0.07111344	59.16	FRA10AC1	FRA10A associated CGG repeat 1
159371	0.999925	7.22e-01	0.3095	-0.3561689	-0.11022731	108.62	SLC35G1	solute carrier family 35 member G1
266971	0.999925	6.73e-01	0.3515	0.4216524	0.14821156	34.43	PIPSL	PIP5K1A and PSMD4 like (pseudogene)
51196	0.999925	8.88e-01	0.6834	0.1407241	0.09616438	99.34	PLCE1	phospholipase C epsilon 1
64318	0.999925	9.84e-01	0.4108	0.0201875	0.00829369	286.5	NOC3L	NOC3 like DNA replication regulator
23232	0.999925	7.87e-01	0.3079	0.2697333	0.08304464	73.22	TBC1D12	TBC1 domain family member 12
3070	0.999925	8.48e-01	0.2244	-0.1910597	-0.04287573	744.05	HELLS	helicase, lymphoid specific
9124	0.999925	3.85e-01	0.4034	0.868656	0.35041499	13556.49	PDLIM1	PDZ and LIM domain 1
5832	0.999925	4.86e-01	0.1198	0.6966532	0.08342835	1373.67	ALDH18A1	aldehyde dehydrogenase 18 family member A1
